name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Tambo Quemado,23797,Valid,"Iron, IIIAB",141000.0,Found,01/01/1950 12:00:00 AM,-14.66667,-74.5,"(-14.66667, -74.5)"
Tanezrouft 003,23804,Valid,H4,142.0,Found,01/01/1989 12:00:00 AM,25.45,0.55,"(25.45, 0.55)"
Tanezrouft 025,23826,Valid,L6,621.0,Found,01/01/1991 12:00:00 AM,25.44028,0.07528,"(25.44028, 0.07528)"
Tanezrouft 033,23834,Valid,LL6,120.0,Found,01/01/1991 12:00:00 AM,25.39222,-0.03639,"(25.39222, -0.03639)"
Tanezrouft 034,23835,Valid,H5,4720.0,Found,01/01/1991 12:00:00 AM,25.43472,-0.09028,"(25.43472, -0.09028)"
Tanezrouft 039,23840,Valid,L3,148.0,Found,01/01/1992 12:00:00 AM,25.46611,0.07944,"(25.46611, 0.07944)"
Tanezrouft 040,23841,Valid,L3.9,46.0,Found,01/01/1992 12:00:00 AM,25.46583,0.07361,"(25.46583, 0.07361)"
Tanezrouft 044,23845,Valid,H4,79.0,Found,01/01/1992 12:00:00 AM,25.53444,0.09444,"(25.53444, 0.09444)"
Tanezrouft 059,23860,Valid,L5,156.4,Found,01/01/2002 12:00:00 AM,25.21667,0.21667,"(25.21667, 0.21667)"
Tanezrouft 062,23863,Valid,L5,974.0,Found,01/01/2002 12:00:00 AM,25.42556,0.0975,"(25.42556, 0.0975)"
Tanezrouft 063,23864,Valid,H4,1135.0,Found,01/01/2002 12:00:00 AM,25.19583,0.23667,"(25.19583, 0.23667)"
Taouz 002,23875,Valid,LL6,8350.0,Found,01/01/1999 12:00:00 AM,30.9,-3.96667,"(30.9, -3.96667)"
Tassédet 003,23883,Valid,H5,12.5,Found,01/01/2001 12:00:00 AM,18.30033,6.50683,"(18.30033, 6.50683)"
Techado,23892,Valid,"Iron, IIE",810.0,Found,01/01/1983 12:00:00 AM,34.53333,-108.35,"(34.53333, -108.35)"
Teocaltiche,23901,Valid,Iron,10000.0,Found,01/01/1903 12:00:00 AM,21.43333,-102.56667,"(21.43333, -102.56667)"
Thackaringa,23907,Valid,H5,438.6,Found,01/01/1974 12:00:00 AM,-32.11667,141.08333,"(-32.11667, 141.08333)"
Thiel Mountains 82410,23922,Valid,Diogenite,18.8,Found,01/01/1982 12:00:00 AM,-85.25,-91.0,"(-85.25, -91.0)"
Thiel Mountains 82412,23924,Valid,H5,35.2,Found,01/01/1982 12:00:00 AM,-85.15256,-94.59229,"(-85.15256, -94.59229)"
Thule,23977,Valid,"Iron, IIIAB",48600.0,Found,01/01/1955 12:00:00 AM,76.53333,-67.55,"(76.53333, -67.55)"
Thumb Butte,53890,Valid,H3.8,105.0,Found,01/01/2008 12:00:00 AM,35.16993,-114.45585,"(35.16993, -114.45585)"
Thylacine Hole 001,23981,Valid,H4/5,101.5,Found,01/01/1977 12:00:00 AM,-31.58333,127.6,"(-31.58333, 127.6)"
Tieret 010,56405,Valid,H3,5150.0,Found,01/01/2010 12:00:00 AM,30.98022,10.00652,"(30.98022, 10.00652)"
Timmersoi,24002,Valid,L5,516.0,Found,01/01/1966 12:00:00 AM,18.91667,6.25,"(18.91667, 6.25)"
Tin as Sawwan,56556,Valid,L4-5,1684.0,Found,01/01/2011 12:00:00 AM,32.7605,9.1002,"(32.7605, 9.1002)"
Tishomingo,24010,Valid,"Iron, ungrouped",260000.0,Found,01/01/1965 12:00:00 AM,34.25,-96.68333,"(34.25, -96.68333)"
Tokio (a),24016,Valid,H5,6600.0,Found,01/01/1974 12:00:00 AM,33.21667,-102.63167,"(33.21667, -102.63167)"
Toronto,24030,Valid,"Iron, IAB complex",2715.0,Found,01/01/1970 12:00:00 AM,,,
Tostado,24033,Valid,H6,22000.0,Found,01/01/1945 12:00:00 AM,-29.23333,-61.76667,"(-29.23333, -61.76667)"
Tule Valley,24065,Valid,L6,17.69,Found,01/01/2001 12:00:00 AM,38.99861,-113.38167,"(38.99861, -113.38167)"
Tulia (b),24067,Valid,L6,4800.0,Found,01/01/1917 12:00:00 AM,34.53333,-101.7,"(34.53333, -101.7)"
Tulia (iron),24070,Valid,Iron,190.0,Found,01/01/1969 12:00:00 AM,34.555,-101.63,"(34.555, -101.63)"
Tungsten Mountain 003,24074,Valid,H4,7.8,Found,01/01/2001 12:00:00 AM,39.68449,-117.62072,"(39.68449, -117.62072)"
Tungsten Mountain 573,53844,Valid,H4,68.0,Found,01/01/2010 12:00:00 AM,39.68973,-117.61822,"(39.68973, -117.61822)"
Two Buttes (a),24091,Valid,H5,19700.0,Found,01/01/1962 12:00:00 AM,37.63333,-102.41667,"(37.63333, -102.41667)"
Twodot,24093,Valid,H6,21400.0,Found,01/01/1999 12:00:00 AM,46.7,-110.13333,"(46.7, -110.13333)"
Umm as Samim 003,24117,Valid,H3.7,991.0,Found,01/01/2001 12:00:00 AM,21.32,56.41667,"(21.32, 56.41667)"
Umm as Samim 017,56102,Valid,H3-6,61.31,Found,01/01/2010 12:00:00 AM,21.34422,55.45513,"(21.34422, 55.45513)"
Umm as Samim 027,55425,Valid,L6,2907.0,Found,01/01/2010 12:00:00 AM,21.11303,55.54083,"(21.11303, 55.54083)"
Umm as Samim 028,56410,Valid,L6,123.64,Found,01/01/2010 12:00:00 AM,21.11333,55.54098,"(21.11333, 55.54098)"
Umm as Samim 029,55426,Valid,L6,24.71,Found,01/01/2010 12:00:00 AM,21.11073,55.53147,"(21.11073, 55.53147)"
Umm as Samim 030,55640,Valid,H3.9-6,10.06,Found,01/01/2010 12:00:00 AM,21.09165,55.51098,"(21.09165, 55.51098)"
Umm Tina,24120,Valid,L6,70.2,Found,01/01/1932 12:00:00 AM,19.02778,51.08333,"(19.02778, 51.08333)"
Union County,24122,Valid,"Iron, IC",6800.0,Found,01/01/1853 12:00:00 AM,34.75,-84.0,"(34.75, -84.0)"
United Arab Emirates 011,51034,Valid,L6,296.0,Found,01/01/2009 12:00:00 AM,22.85114,55.14175,"(22.85114, 55.14175)"
Uruaçu,24131,Valid,"Iron, IAB-MG",72500.0,Found,01/01/1992 12:00:00 AM,-14.53333,-48.76667,"(-14.53333, -48.76667)"
Ust-Nyukzha,24133,Valid,"Iron, IAB complex",44000.0,Found,01/01/1992 12:00:00 AM,56.38333,120.46667,"(56.38333, 120.46667)"
Ute Creek,24134,Valid,H4,1000.0,Found,01/01/1936 12:00:00 AM,36.2,-103.9,"(36.2, -103.9)"
View Hill,24173,Valid,"Iron, IIIAB",33600.0,Found,01/01/1952 12:00:00 AM,-43.32,172.06333,"(-43.32, 172.06333)"
Wabar,24194,Valid,"Iron, IIIAB",2550000.0,Found,01/01/1863 12:00:00 AM,21.49972,50.47222,"(21.49972, 50.47222)"
Walker County,24204,Valid,"Iron, IIAB",74800.0,Found,01/01/1832 12:00:00 AM,34.0,-87.16667,"(34.0, -87.16667)"
Wallapai,24206,Valid,"Iron, IID",430000.0,Found,01/01/1927 12:00:00 AM,35.8,-113.7,"(35.8, -113.7)"
Warm Springs Wilderness,32769,Valid,H4-6,156.9,Found,01/01/2003 12:00:00 AM,34.78698,-114.25052,"(34.78698, -114.25052)"
Watson 001,24221,Valid,"Iron, IIE",93000.0,Found,01/01/1972 12:00:00 AM,-30.5,131.55,"(-30.5, 131.55)"
Watson 004,52650,Valid,H4,1.3,Found,01/01/2008 12:00:00 AM,-30.48333,131.55,"(-30.48333, 131.55)"
Watson 011,52656,Valid,H4,4.1,Found,01/01/2009 12:00:00 AM,-30.51667,131.5,"(-30.51667, 131.5)"
Waverly,24224,Valid,"Iron, IAB-an",4400.0,Found,01/01/1983 12:00:00 AM,32.68333,-85.56667,"(32.68333, -85.56667)"
Weatherford,24226,Valid,CBa,2000.0,Found,01/01/1926 12:00:00 AM,35.5,-98.7,"(35.5, -98.7)"
Weekeroo Station,24230,Valid,"Iron, IIE-an",94200.0,Found,01/01/1924 12:00:00 AM,-32.26667,139.86667,"(-32.26667, 139.86667)"
Wellington,24236,Valid,H5,13400.0,Found,01/01/1955 12:00:00 AM,34.95,-100.25,"(34.95, -100.25)"
West Forrest,24245,Valid,H5,170.6,Found,01/01/1971 12:00:00 AM,-30.75,127.98333,"(-30.75, 127.98333)"
Western Arkansas,24248,Valid,"Iron, IVA",1750.0,Found,01/01/1890 12:00:00 AM,35.0,-94.0,"(35.0, -94.0)"
Whitecourt,47345,Valid,"Iron, IIIAB",5372.0,Found,01/01/2007 12:00:00 AM,53.999167,-115.5975,"(53.999167, -115.5975)"
Wickenburg (stone),24258,Valid,L6,9200.0,Found,01/01/1940 12:00:00 AM,33.96667,-112.73333,"(33.96667, -112.73333)"
Willcox Playa 002,24274,Valid,L6,12.0,Found,01/01/2001 12:00:00 AM,32.18167,-109.7895,"(32.18167, -109.7895)"
Willcox Playa 005,51582,Valid,H5,278.4,Found,01/01/2004 12:00:00 AM,32.0939,-109.88412,"(32.0939, -109.88412)"
Willowdale,24279,Valid,H4,3000.0,Found,01/01/1951 12:00:00 AM,37.53333,-98.36667,"(37.53333, -98.36667)"
Winburg,24283,Valid,"Iron, IC-an",50000.0,Found,01/01/1881 12:00:00 AM,-28.5,27.0,"(-28.5, 27.0)"
Wingellina,24284,Valid,H4,200.0,Found,01/01/1958 12:00:00 AM,-26.05,128.95,"(-26.05, 128.95)"
Wisconsin Range 90302,24288,Valid,H5,3864.6,Found,01/01/1990 12:00:00 AM,-84.75,-125.0,"(-84.75, -125.0)"
Wisconsin Range 91601,24291,Valid,LL5,587.7,Found,01/01/1991 12:00:00 AM,-86.52222,-123.79341,"(-86.52222, -123.79341)"
Woodbine,24330,Valid,"Iron, IAB-ung",48200.0,Found,01/01/1953 12:00:00 AM,42.34667,-90.1675,"(42.34667, -90.1675)"
Xiquipilco no. 2,24348,Valid,Iron,1124.0,Found,01/01/1949 12:00:00 AM,,,
Yamato 7304,24370,Valid,L6,500.0,Found,01/01/1973 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74001,24379,Valid,H5,246.1,Found,01/01/1974 12:00:00 AM,-71.83611,36.27222,"(-71.83611, 36.27222)"
Yamato 74003,24381,Valid,L6,15.5,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74008,24386,Valid,H,14.3,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74012,24390,Valid,H5,75.4,Found,01/01/1974 12:00:00 AM,-71.83667,36.29861,"(-71.83667, 36.29861)"
Yamato 74029,24407,Valid,H4,4.3,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74048,24426,Valid,LL6,67.1,Found,01/01/1974 12:00:00 AM,-71.80417,36.29167,"(-71.80417, 36.29167)"
Yamato 74052,24430,Valid,H4,58.18,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74053,24431,Valid,H4,88.48,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74065,24443,Valid,L6,12.1,Found,01/01/1974 12:00:00 AM,-71.79972,36.29028,"(-71.79972, 36.29028)"
Yamato 74073,24451,Valid,H5,29.9,Found,01/01/1974 12:00:00 AM,-71.81583,36.425,"(-71.81583, 36.425)"
Yamato 74083,24461,Valid,H4,3.31,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74098,24476,Valid,H5,9.1,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74102,24480,Valid,H5,2.99,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74111,24489,Valid,H5,58.0,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74114,24492,Valid,L4,42.28,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74117,24495,Valid,L6,80.2,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74123,24501,Valid,Ureilite,69.9,Found,01/01/1974 12:00:00 AM,-71.82806,36.20556,"(-71.82806, 36.20556)"
Yamato 74125,24503,Valid,Diogenite,107.0,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74135,24513,Valid,CO3,7.76,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74138,24516,Valid,H3,22.9,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74146,24524,Valid,H4,8.55,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74155,24533,Valid,H4,3073.4,Found,01/01/1974 12:00:00 AM,-71.81833,36.11944,"(-71.81833, 36.11944)"
Yamato 74163,24541,Valid,H5,134.2,Found,01/01/1974 12:00:00 AM,-71.74167,35.91944,"(-71.74167, 35.91944)"
Yamato 74178,24556,Valid,L6,7.2,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74180,24558,Valid,L6,3.73,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74193,24571,Valid,H5,1818.5,Found,01/01/1974 12:00:00 AM,-71.64306,35.59444,"(-71.64306, 35.59444)"
Yamato 74198,24576,Valid,H6,5.7,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74200,24578,Valid,H5,5.07,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74204,24582,Valid,H5,5.0,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74213,24591,Valid,H5,6.3,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74223,24601,Valid,H5,6.14,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74269,24647,Valid,H5,5.09,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74273,24651,Valid,H5,2.82,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74283,24661,Valid,H5,3.6,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74304,24682,Valid,H5,2.12,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74339,24717,Valid,H5,1.85,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74341,24719,Valid,H5,0.86,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74347,24725,Valid,Diogenite,7.85,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74351,24729,Valid,H5,3.4,Found,01/01/1974 12:00:00 AM,-71.7625,35.9,"(-71.7625, 35.9)"
Yamato 74356,24734,Valid,Eucrite-mmict,10.0,Found,01/01/1974 12:00:00 AM,-71.74861,35.78056,"(-71.74861, 35.78056)"
Yamato 74359,24737,Valid,H-an,1.53,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74377,24755,Valid,H6,10.51,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74381,24759,Valid,H5,3.21,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74398,24776,Valid,H5,0.19,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74400,24778,Valid,H5,1.98,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74428,24806,Valid,H6,2.1,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74437,24815,Valid,H4,3.22,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74444,24822,Valid,LL4-6,11.81,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74448,24826,Valid,Diogenite,17.7,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74459,24837,Valid,H6,1719.7,Found,01/01/1974 12:00:00 AM,-71.72639,35.975,"(-71.72639, 35.975)"
Yamato 74478,24856,Valid,H6,33.06,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74483,24861,Valid,H6,43.04,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74485,24863,Valid,H6,46.66,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74502,24880,Valid,H6,20.41,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74507,24885,Valid,H4,116.1,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74516,24894,Valid,H6,3.13,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74529,24907,Valid,H6,13.01,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74534,24912,Valid,H6,7.61,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74537,24915,Valid,H6,8.9,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74556,24934,Valid,H6,14.27,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74563,24941,Valid,H6,3.0,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74566,24944,Valid,H6,11.4,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74570,24948,Valid,H6,3.36,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74576,24954,Valid,H6,7.76,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74586,24964,Valid,H6,8.18,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74588,24966,Valid,H6,8.33,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74590,24968,Valid,H6,4.63,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74597,24975,Valid,H6,10.18,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74620,24998,Valid,H6,4.0,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74624,25002,Valid,H6,4.6,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74635,25013,Valid,H6,4.27,Found,01/01/1974 12:00:00 AM,0.0,35.66667,"(0.0, 35.66667)"
Yamato 74644,25022,Valid,H5,20.45,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74656,25034,Valid,L4,12.52,Found,01/01/1974 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 74660,25038,Valid,LL3.0,27.2,Found,01/01/1974 12:00:00 AM,-71.79722,36.15278,"(-71.79722, 36.15278)"
Yamato 75004,25045,Valid,Diogenite,37.14,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75011,25052,Valid,Eucrite-pmict,121.5,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75012,25053,Valid,H5,69.9,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75015,25056,Valid,Eucrite-pmict,166.6,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75081,25122,Valid,L6,1.09,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75110,25151,Valid,L6,706.9,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75116,25157,Valid,L6,40.5,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75118,25159,Valid,L6,10.64,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75122,25163,Valid,L6,0.23,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75123,25164,Valid,L6,21.17,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75126,25167,Valid,L4/5,63.1,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75129,25170,Valid,L6,109.2,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75155,25196,Valid,L6,3.29,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75156,25197,Valid,L6,2.74,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75158,25199,Valid,L6,7.5,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75166,25207,Valid,L6,4.78,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75192,25233,Valid,L6,9.87,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75204,25245,Valid,L6,3.48,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75233,25274,Valid,L6,1.83,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75239,25280,Valid,L6,0.47,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75247,25288,Valid,L6,0.13,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75262,25303,Valid,H5,47.2,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75281,25322,Valid,H6,20.7,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75291,25332,Valid,H4,23.5,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75299,25340,Valid,Diogenite,9.39,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75300,25341,Valid,Winonaite,1.5,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 75302,25343,Valid,R3.8,3.62,Found,01/01/1975 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790006,25355,Valid,Eucrite-pmict,29.42,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790007,25356,Valid,Eucrite-pmict,80.38,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790010,25359,Valid,H4,50.57,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790076,25425,Valid,H4,5.81,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790082,25431,Valid,H4,5.51,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790085,25434,Valid,H4,6.55,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790090,25439,Valid,H4,4.04,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790101,25450,Valid,H4,1.57,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790115,25464,Valid,H4,51.38,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790123,25472,Valid,CM2,6.79,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790133,25482,Valid,H6,60.01,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790157,25506,Valid,H4,8.4,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790171,25520,Valid,H4,43.96,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790187,25536,Valid,H4,16.64,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790217,25566,Valid,H5,2.07,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790221,25570,Valid,H5,2.05,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790223,25572,Valid,H5,2.38,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790228,25577,Valid,H5,1.37,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790272,25621,Valid,H4,190.8,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790280,25629,Valid,H4,16.59,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790290,25639,Valid,H4,4.15,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790298,25647,Valid,H4,2.25,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790303,25652,Valid,H4,2.19,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790309,25658,Valid,H4,1.13,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790312,25661,Valid,H4,1.43,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790314,25663,Valid,H4,0.95,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790315,25664,Valid,H4,1.24,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790318,25667,Valid,H4,1.33,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790321,25670,Valid,H4,0.94,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790326,25675,Valid,H4,0.5,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790327,25676,Valid,H4,0.55,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 790331,25680,Valid,L6,36.25,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 980119,36745,Valid,EL6,13.233,Found,01/01/1998 12:00:00 AM,,,
Yamato 790346,25695,Valid,H6,4.81,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,"(-71.5, 35.66667)"
